MA_KENH_BAN,MA_SAN_PHAM,GIA,VAT,AP_DUNG_TU,NGUON
DC0001,QT21GIO22,250000.0,10.0,2021-01-22 00:00:00,V2
DC0001,QT22GIO01,199000.0,10.0,2021-11-12 00:00:00,V2
DC0001,QT22GIO02,268000.0,10.0,2021-11-12 00:00:00,V2
DC0001,QT22GIO02,252000.0,10.0,2021-11-18 00:00:00,V2
DC0001,QT22GIO03,252000.0,10.0,2021-11-12 00:00:00,V2
DC0001,QT22GIO03,268000.0,10.0,2021-11-18 00:00:00,V2
DC0001,QT22GIO04,463000.0,10.0,2021-11-12 00:00:00,V2
DC0001,QT22GIO05,464000.0,10.0,2021-11-12 00:00:00,V2
DC0001,QT22GIO06,616000.0,10.0,2021-11-12 00:00:00,V2
DC0001,QT22GIO07,686000.0,10.0,2021-11-12 00:00:00,V2
DC0001,QT22GIO07,638000.0,10.0,2021-11-18 00:00:00,V2
DC0001,QT22GIO08,954000.0,10.0,2021-11-12 00:00:00,V2
DC0001,QT22GIO08,816000.0,10.0,2021-11-18 00:00:00,V2
DC0001,QT22GIO09,133000.0,10.0,2021-11-12 00:00:00,V2
DC0001,QT22GIO09,77000.0,10.0,2021-11-18 00:00:00,V2
DC0001,QT22GIO10,77000.0,10.0,2021-11-12 00:00:00,V2
DC0001,QT22GIO10,133000.0,10.0,2021-11-18 00:00:00,V2
DC0001,QT22GIO11,359000.0,10.0,2021-11-12 00:00:00,V2
DC0001,QT22GIO12,191000.0,10.0,2021-11-12 00:00:00,V2
DC0001,QT22GIO13,287000.0,10.0,2021-11-12 00:00:00,V2
DC0001,QT22GIO14,203000.0,10.0,2021-11-12 00:00:00,V2
DC0001,QT22GIO15,203000.0,10.0,2021-11-12 00:00:00,V2
DC0001,QT22GIO15,305000.0,10.0,2021-11-18 00:00:00,V2
DC0001,QT22GIO16,660000.0,10.0,2021-11-12 00:00:00,V2
DC0001,QT22GIO17,598500.0,10.0,2021-12-23 00:00:00,V2
DC0001,QT22GIO18,622000.0,10.0,2021-12-23 00:00:00,V2
DC0001,QT22GIO19,976000.0,10.0,2022-01-06 00:00:00,V2
DC0001,QT22GIO20,1557000.0,10.0,2022-01-04 00:00:00,V2
DC0001,QT22GIO21,716000.0,10.0,2022-01-04 00:00:00,V2
DC0001,QT22GIO22,2419000.0,10.0,2022-01-04 00:00:00,V2
DC0001,QT22GIO23,560000.0,10.0,2022-01-06 00:00:00,V2
DC0001,QT22GIO24,582000.0,10.0,2022-01-06 00:00:00,V2
DC0001,QT22GIO25,760000.0,10.0,2022-01-06 00:00:00,V2
DC0001,QT22GIO26,724000.0,10.0,2022-01-10 00:00:00,V2
DC0001,QT22GIO27,300000.0,10.0,2022-01-19 00:00:00,V2
DC0001,QT22GIO28,638000.0,10.0,2022-01-19 00:00:00,V2
DC0001,QT22GIO29,778000.0,10.0,2022-01-19 00:00:00,V2
DC0001,QTBATGIAC450,82000.0,10.0,2019-01-14 00:00:00,V2
DC0001,QTBELGI288,40000.0,10.0,2019-01-14 00:00:00,V2
DC0001,QTBELGI346,56000.0,10.0,2019-01-14 00:00:00,V2
DC0001,QTBELGI350,103000.0,10.0,2019-01-14 00:00:00,V2
DC0001,QTBELGI472,138000.0,10.0,2019-01-25 00:00:00,V2
DC0001,QTBELGI600,160000.0,10.0,2019-01-25 00:00:00,V2
DC0001,QTBGTA300,66000.0,10.0,2019-01-25 00:00:00,V2
DC0001,QTBGTA300,46000.0,10.0,2019-01-29 00:00:00,V2
DC0001,QTCAFE100G,18000.0,10.0,2019-01-31 00:00:00,V2
DC0001,QTCHALLOT305,46000.0,10.0,2019-01-14 00:00:00,V2
DC0001,QTCHALLOT336G,56000.0,10.0,2018-12-31 00:00:00,V2
DC0001,QTCHOCO230,66000.0,10.0,2019-01-14 00:00:00,V2
DC0001,QTCOSY288,41000.0,10.0,2019-01-21 00:00:00,V2
DC0001,QTDBH1KG,18500.0,10.0,2019-01-31 00:00:00,V2
DC0001,QTFANDES454,98000.0,10.0,2019-01-14 00:00:00,V2
DC0001,QTGIO1,190000.0,10.0,2018-12-19 00:00:00,V2
DC0001,QTGIO1HNA,455000.0,10.0,2019-01-25 00:00:00,V2
DC0001,QTGIO1HP,254000.0,10.0,2019-01-14 00:00:00,V2
DC0001,QTGIO1QB,280000.0,10.0,2019-01-27 00:00:00,V2
DC0001,QTGIO1TH,192000.0,10.0,2019-01-27 00:00:00,V2
DC0001,QTGIO2,211000.0,10.0,2018-12-19 00:00:00,V2
DC0001,QTGIO2BD,202000.0,10.0,2019-03-30 00:00:00,V2
DC0001,QTGIO2CM,200000.0,10.0,2019-01-11 00:00:00,V2
DC0001,QTGIO2HB,216000.0,10.0,2019-01-27 00:00:00,V2
DC0001,QTGIO2HNA,396000.0,10.0,2019-01-25 00:00:00,V2
DC0001,QTGIO2LD,216000.0,10.0,2018-12-31 00:00:00,V2
DC0001,QTGIO2TN,216000.0,10.0,2019-01-24 00:00:00,V2
DC0001,QTGIO3,265000.0,10.0,2018-12-19 00:00:00,V2
DC0001,QTGIO3CM,254000.0,10.0,2019-01-11 00:00:00,V2
DC0001,QTGIO3HNA,443000.0,10.0,2019-01-25 00:00:00,V2
DC0001,QTGIO3LD,369000.0,10.0,2019-01-27 00:00:00,V2
DC0001,QTGIO4,420000.0,10.0,2018-12-19 00:00:00,V2
DC0001,QTGIO4BTH,398000.0,10.0,2019-01-26 00:00:00,V2
DC0001,QTGIO4CM,319000.0,10.0,2019-01-11 00:00:00,V2
DC0001,QTGIO4HNA,198000.0,10.0,2019-01-25 00:00:00,V2
DC0001,QTGIO5,445000.0,10.0,2018-12-19 00:00:00,V2
DC0001,QTGIO5BN,447000.0,10.0,2019-01-28 00:00:00,V2
DC0001,QTGIO5CM,434000.0,10.0,2019-01-11 00:00:00,V2
DC0001,QTGIO5DT,368000.0,10.0,2019-01-14 00:00:00,V2
DC0001,QTGIO5LD,426000.0,10.0,2019-01-27 00:00:00,V2
DC0001,QTGIO5TB,435000.0,10.0,2018-12-28 00:00:00,V2
DC0001,QTGIO5TQ,441000.0,10.0,2019-01-27 00:00:00,V2
DC0001,QTGIO6,711000.0,10.0,2018-12-19 00:00:00,V2
DC0001,QTGIO6DN,611000.0,10.0,2019-01-31 00:00:00,V2
DC0001,QTGIO7,889000.0,10.0,2018-12-19 00:00:00,V2
DC0001,QTGIO7BTH,810000.0,10.0,2019-01-26 00:00:00,V2
DC0001,QTGIO7DN,789000.0,10.0,2019-01-31 00:00:00,V2
DC0001,QTGIO7TQ,885000.0,10.0,2019-01-27 00:00:00,V2
DC0001,QTGIO8,1255000.0,10.0,2018-12-19 00:00:00,V2
DC0001,QTGIO8DN,1155000.0,10.0,2019-01-31 00:00:00,V2
DC0001,QTGIO8KH,880000.0,10.0,2019-02-20 00:00:00,V2
DC0001,QTJUTE336,103000.0,10.0,2019-01-14 00:00:00,V2
DC0001,QTJUTE400,120000.0,10.0,2019-01-31 00:00:00,V2
DC0001,QTJUTE443,138000.0,10.0,2019-01-24 00:00:00,V2
DC0001,QTLAMBIC358G,103000.0,10.0,2018-12-31 00:00:00,V2
DC0001,QTLAMBIC415G,120000.0,10.0,2019-01-23 00:00:00,V2
DC0001,QTLAMBIC476,138000.0,10.0,2019-01-14 00:00:00,V2
DC0001,QTLU310G,96000.0,10.0,2019-01-14 00:00:00,V2
DC0001,QTLU708,214000.0,10.0,2019-01-24 00:00:00,V2
DC0001,QTMATCHA,65000.0,10.0,2019-01-14 00:00:00,V2
DC0001,QTMC400G,28000.0,10.0,2019-01-31 00:00:00,V2
DC0001,QTMONZA350,103000.0,10.0,2019-01-29 00:00:00,V2
DC0001,QTMONZA472,138000.0,10.0,2019-01-14 00:00:00,V2
DC0001,QTMUTBM200,41000.0,10.0,2019-01-25 00:00:00,V2
DC0001,QTMUTLG250,54000.0,10.0,2019-01-14 00:00:00,V2
DC0001,QTMUTLG300,63000.0,10.0,2019-01-24 00:00:00,V2
DC0001,QTMUTV250,54000.0,10.0,2019-01-27 00:00:00,V2
DC0001,QTOOLONGHT,59000.0,10.0,2019-01-14 00:00:00,V2
DC0001,QTOOLONGX,59000.0,10.0,2019-01-14 00:00:00,V2
DC0001,QTOREO3528,39000.0,10.0,2019-01-14 00:00:00,V2
DC0001,QTQUAIXACH250,54000.0,10.0,2019-01-21 00:00:00,V2
DC0001,QTQUAIXACH300,63000.0,10.0,2019-01-27 00:00:00,V2
DC0001,QTQUAIXACH400,77000.0,10.0,2019-01-23 00:00:00,V2
DC0001,QTSATURNC330,40000.0,10.0,2019-01-28 00:00:00,V2
DC0001,QTSATURNC440,55000.0,10.0,2018-12-31 00:00:00,V2
DC0001,QTSATURNH330,40000.0,10.0,2019-01-28 00:00:00,V2
DC0001,QTSATURNH440,55000.0,10.0,2018-12-31 00:00:00,V2
DC0001,QTTHOIVANG125,23000.0,10.0,2019-01-14 00:00:00,V2
DC0001,QTTTHOP1,291500.0,10.0,2019-01-25 00:00:00,V2
DC0001,QTTTHOP2,159500.0,10.0,2019-01-24 00:00:00,V2
DC0001,QTTTHOP3,221100.0,10.0,2019-01-25 00:00:00,V2
DC0001,QTTUIDUNG,0.0,10.0,2019-01-21 00:00:00,V2
DC0001,QTTUIDUNG,1.0,10.0,2019-01-23 00:00:00,V2
DC0001,QTTUIDUNG,12000.0,10.0,2019-01-24 00:00:00,V2
DC0001,QTVUONG300,63000.0,10.0,2019-01-14 00:00:00,V2
DC0001,QUYTUC367,114.2857143,10.0,2020-12-04 00:00:00,V2
DC0001,QUYTUCGF8.5,850.0,10.0,2020-11-16 00:00:00,V2
DC0001,QUYTUCGF8.5,94.11764705882354,10.0,2020-12-04 00:00:00,V2
DC0001,QVOGIO2,162000.0,10.0,2020-01-17 00:00:00,V2
DC0001,QVOGIO5,303000.0,10.0,2020-01-17 00:00:00,V2
DC0001,QXH,825000.0,10.0,2022-07-18 00:00:00,V2
DC0001,RC1556,350000.0,8.0,2023-08-10 00:00:00,V2
DC0001,RC1563,350000.0,8.0,2023-08-10 00:00:00,V2
DC0001,RC1570,350000.0,8.0,2023-08-10 00:00:00,V2
DC0001,RC1853,0.0,8.0,2023-08-10 00:00:00,V2
DC0001,RC1877,0.0,8.0,2023-08-10 00:00:00,V2
DC0001,RC2720,1200000.0,8.0,2023-08-10 00:00:00,V2
DC0001,RC2737,1000000.0,8.0,2023-08-10 00:00:00,V2
DC0001,RC2768,650000.0,8.0,2023-08-10 00:00:00,V2
DC0001,RC2775,720000.0,8.0,2023-08-10 00:00:00,V2
DC0001,RC2782,720000.0,8.0,2023-08-10 00:00:00,V2
DC0001,RC2805,650000.0,8.0,2023-08-10 00:00:00,V2
DC0001,RC2898,395000.0,8.0,2023-08-10 00:00:00,V2
DC0001,RC40,75000.0,8.0,2023-08-10 00:00:00,V2
DC0001,RC4991,1000000.0,8.0,2023-08-10 00:00:00,V2
DC0001,RC51,76000.0,8.0,2023-08-10 00:00:00,V2
DC0001,RC61,63000.0,8.0,2023-08-10 00:00:00,V2
DC0001,RC71,63000.0,8.0,2023-08-10 00:00:00,V2
DC0001,RC9446,2500000.0,8.0,2023-08-10 00:00:00,V2
DC0001,RC9453,500000.0,8.0,2023-08-10 00:00:00,V2
DC0001,RCJ,75000.0,8.0,2023-08-10 00:00:00,V2
DC0001,RCKM,63000.0,8.0,2023-08-10 00:00:00,V2
DC0001,RCPL022001,25000.0,10.0,2022-09-21 00:00:00,V2
DC0001,RCPM,63000.0,8.0,2023-08-10 00:00:00,V2
DC0001,RCSD,63000.0,8.0,2023-08-10 00:00:00,V2
DC0001,RCTT1101,23500.0,10.0,2019-08-03 00:00:00,V2
DC0001,RCTT1102,31000.0,10.0,2019-08-03 00:00:00,V2
DC0001,RCTT1103,106000.0,10.0,2019-08-03 00:00:00,V2
DC0001,RT1101,39000.0,10.0,2017-08-24 00:00:00,V2
DC0001,RTAR038001,210000.0,10.0,2023-03-07 00:00:00,V2
DC0001,RTAR038001,235000.0,10.0,2023-05-31 00:00:00,V2
DC0001,RTAR043001,378000.0,10.0,2023-03-07 00:00:00,V2
DC0001,RTTT1101,39000.0,10.0,2017-10-19 00:00:00,V2
DC0001,RUOUBINH185L,440000.0,10.0,2020-10-02 00:00:00,V2
DC0001,RUOUGAU,61000.0,10.0,2020-07-27 00:00:00,V2
DC0001,RUOUPET2L,90000.0,10.0,2020-10-02 00:00:00,V2
DC0001,RUOUVANG,35000.0,10.0,2020-10-05 00:00:00,V2
DC0001,RUOUXANH,38000.0,10.0,2020-07-27 00:00:00,V2
DC0001,SDUONGGIO2,191000.0,10.0,2020-01-20 00:00:00,V2
DC0001,SDUONGGIO5,331000.0,10.0,2020-01-20 00:00:00,V2
DC0001,SNHH50,10000.0,10.0,2019-05-17 00:00:00,V2
DC0001,SNHH80,16000.0,10.0,2019-05-17 00:00:00,V2
DC0001,SP003475,33000.0,10.0,2021-05-13 00:00:00,V2
DC0001,SP003476,33000.0,10.0,2021-05-13 00:00:00,V2
DC0001,SPTEST1,1000.0,10.0,2022-04-16 00:00:00,V2
DC0001,SPTEST2,2000.0,10.0,2022-04-16 00:00:00,V2
DC0001,SU005116,1.0,10.0,2021-03-01 00:00:00,V2
DC0001,SU005116,23000.0,10.0,2021-04-26 00:00:00,V2
DC0001,SU005116,22600.0,10.0,2022-02-01 00:00:00,V2
DC0001,SU005116,23000.0,10.0,2023-01-01 00:00:00,V2
DC0001,SUA1101,16500.0,10.0,2018-01-16 00:00:00,V2
DC0001,SUA1101,16200.0,10.0,2022-02-01 00:00:00,V2
DC0001,SUA1102,41000.0,10.0,2018-01-16 00:00:00,V2
DC0001,SUA1103,17000.0,10.0,2018-02-21 00:00:00,V2
DC0001,SUA1104,22000.0,10.0,2018-02-21 00:00:00,V2
DC0001,SUA1105,43000.0,10.0,2018-02-21 00:00:00,V2
DC0001,SUA1106,21000.0,10.0,2018-07-02 00:00:00,V2
DC0001,SUA1107,18900.0,10.0,2019-02-20 00:00:00,V2
DC0001,SUA1107,18600.0,10.0,2022-02-01 00:00:00,V2
DC0001,SUA1108,16900.0,10.0,2019-02-20 00:00:00,V2
DC0001,SUA1108,16600.0,10.0,2022-02-01 00:00:00,V2
DC0001,SUA1109,19900.0,10.0,2019-09-30 00:00:00,V2
DC0001,SUA1110,19900.0,10.0,2019-09-30 00:00:00,V2
DC0001,SV220603,49000.0,10.0,2016-04-09 00:00:00,V2
DC0001,SV221001,36000.0,10.0,2016-03-01 00:00:00,V2
DC0001,SV221103,34000.0,10.0,2016-03-01 00:00:00,V2
DC0001,SV221104,34000.0,10.0,2016-03-01 00:00:00,V2
DC0001,SV221105,89000.0,10.0,2016-03-01 00:00:00,V2
DC0001,SV221106,89000.0,10.0,2016-03-01 00:00:00,V2
DC0001,SV221203,29000.0,10.0,2016-03-01 00:00:00,V2
DC0001,SV221204,29000.0,10.0,2016-03-01 00:00:00,V2
DC0001,SV221205,72000.0,10.0,2016-03-01 00:00:00,V2
DC0001,SV221206,72000.0,10.0,2016-03-01 00:00:00,V2
DC0001,SV221303,13000.0,10.0,2016-04-09 00:00:00,V2
DC0001,SV221303,15000.0,10.0,2022-07-01 00:00:00,V2
DC0001,SVPHANKM,15000.0,10.0,2016-08-15 00:00:00,V2
DC0001,SVTUIGIAYKM,0.0,10.0,2016-06-13 00:00:00,V2
DC0001,SVTUIGIAYKM,1.0,10.0,2016-06-20 00:00:00,V2
DC0001,SVTUIGIAYKM,0.0,10.0,2016-06-21 00:00:00,V2
DC0001,SVTUIGIAYKM,1.0,10.0,2016-07-23 00:00:00,V2
DC0001,T8-22-120-T,99000.0,10.0,2017-11-28 00:00:00,V2
DC0001,TANGIO2,189000.0,10.0,2020-01-20 00:00:00,V2
DC0001,TAOAM249,900.0,10.0,2020-11-16 00:00:00,V2
DC0001,TAOAM249,94.44444444444444,10.0,2020-12-04 00:00:00,V2
DC0001,TAOAM289,850.0,10.0,2020-11-16 00:00:00,V2
DC0001,TAOAM289,88.88888888888889,10.0,2020-12-04 00:00:00,V2
DC0001,TAOAM329,83.33333333333333,10.0,2020-12-04 00:00:00,V2
DC0001,TAOAM369,77.77777777777777,10.0,2020-12-04 00:00:00,V2
DC0001,TAOAM7218,1350.0,10.0,2020-11-16 00:00:00,V2
DC0001,TAOAM7218,75.0,10.0,2020-12-04 00:00:00,V2
DC0001,TAOAM8018,1300.0,10.0,2020-11-16 00:00:00,V2
DC0001,TAOAM8018,72.22222222222223,10.0,2020-12-04 00:00:00,V2
DC0001,TAOAM8818,69.44444444444444,10.0,2020-12-04 00:00:00,V2
DC0001,TAOBL100,504000.0,10.0,2018-03-20 00:00:00,V2
DC0001,TAOBL72,612000.0,10.0,2018-03-20 00:00:00,V2
DC0001,TAOBL80,576000.0,10.0,2018-03-20 00:00:00,V2
DC0001,TAOBL88,540000.0,10.0,2018-03-20 00:00:00,V2
DC0001,TAODAZZLE9017,850.0,10.0,2020-11-16 00:00:00,V2
DC0001,TAODAZZLE9017,67.6470588235294,10.0,2020-12-04 00:00:00,V2
DC0001,TAOENVY10018,1770.0,10.0,2020-11-16 00:00:00,V2
DC0001,TAOENVY10018,83.33333333333333,10.0,2020-12-04 00:00:00,V2
DC0001,TAOENVY249,138.8888889,10.0,2020-12-04 00:00:00,V2
DC0001,TAOENVY289,138.89,10.0,2020-12-04 00:00:00,V2
DC0001,TAOENVY3010,1450.0,10.0,2020-11-16 00:00:00,V2
DC0001,TAOENVY3010,150.0,10.0,2020-12-04 00:00:00,V2
DC0001,TAOENVY309,1500.0,10.0,2020-11-16 00:00:00,V2
DC0001,TAOENVY8018,2050.0,10.0,2020-11-16 00:00:00,V2
DC0001,TAOENVY8018,105.55555555555556,10.0,2020-12-04 00:00:00,V2
DC0001,TAOJAZZ9018,1000.0,10.0,2020-11-16 00:00:00,V2
DC0001,TAOJAZZ9018,55.55555555555556,10.0,2020-12-04 00:00:00,V2
DC0001,TAOKIKU249,88.88888889,10.0,2020-12-25 00:00:00,V2
DC0001,TAOKIKU289,88.88888889,10.0,2020-12-25 00:00:00,V2
DC0001,TAOKIKU329,88.88888889,10.0,2020-12-04 00:00:00,V2
DC0001,TAOKIKUTUI,79166.66667,10.0,2020-12-04 00:00:00,V2
DC0001,TAOKORU7018,950.0,10.0,2020-11-16 00:00:00,V2
DC0001,TAOKORU7018,55.55555555555556,10.0,2020-12-04 00:00:00,V2
DC0001,TAOKORU8018,850.0,10.0,2020-11-16 00:00:00,V2
DC0001,TAOKORU8018,52.77777777777778,10.0,2020-12-04 00:00:00,V2
DC0001,TAONEW70,1440000.0,10.0,2018-03-20 00:00:00,V2
DC0001,TAONEW80,1404000.0,10.0,2018-03-20 00:00:00,V2
DC0001,TAONEW90,1368000.0,10.0,2018-03-20 00:00:00,V2
DC0001,TAONHAT94,150.0,10.0,2020-12-04 00:00:00,V2
DC0001,TAOQUEEN7017.5,1050.0,10.0,2020-11-16 00:00:00,V2
DC0001,TAOQUEEN7017.5,57.142857142857146,10.0,2020-12-04 00:00:00,V2
DC0001,TAOQUEEN708.5,500.0,10.0,2020-11-16 00:00:00,V2
DC0001,TAOQUEEN708.5,64.70588235294117,10.0,2020-12-04 00:00:00,V2
DC0001,TAOQUEEN8017.5,1000.0,10.0,2020-11-16 00:00:00,V2
DC0001,TAOQUEEN8017.5,54.285714285714285,10.0,2020-12-04 00:00:00,V2
DC0001,TAOROSE289,77.77777778,10.0,2020-12-04 00:00:00,V2
DC0001,TBT020501,6000.0,10.0,2021-09-30 00:00:00,V2
DC0001,TBT020501,5900.0,10.0,2022-02-01 00:00:00,V2
DC0001,TBT020501,6000.0,10.0,2023-01-01 00:00:00,V2
DC0001,TBT020501,5900.0,10.0,2023-07-01 00:00:00,V2
DC0001,TBT020501,5900.0,8.0,2023-08-01 00:00:00,V2
DC0001,TBT020502,8000.0,10.0,2021-09-30 00:00:00,V2
DC0001,TBT020502,7900.0,10.0,2022-02-01 00:00:00,V2
DC0001,TBT020502,8000.0,10.0,2023-01-01 00:00:00,V2
DC0001,TBT020502,7900.0,10.0,2023-07-01 00:00:00,V2
DC0001,TBT020502,7900.0,8.0,2023-08-01 00:00:00,V2
DC0001,TCB211001,0.0,10.0,2021-09-24 00:00:00,V2
DC0001,TCB211002,0.0,10.0,2021-09-24 00:00:00,V2
DC0001,TCB211003,0.0,10.0,2021-09-24 00:00:00,V2
DC0001,TCTC002001,25000.0,10.0,2022-09-21 00:00:00,V2
DC0001,TCTC002001,24600.0,10.0,2023-07-01 00:00:00,V2
DC0001,TCTC002001,24600.0,8.0,2023-08-01 00:00:00,V2
DC0001,TCTC003001,23000.0,10.0,2022-09-21 00:00:00,V2
DC0001,TCTC003001,22600.0,10.0,2023-07-01 00:00:00,V2
DC0001,TCTC003001,22600.0,8.0,2023-08-01 00:00:00,V2
DC0001,TDCBT8,0.0,10.0,2021-08-09 00:00:00,V2
DC0001,TH221701,899000.0,10.0,2020-07-27 00:00:00,V2
DC0001,TH221702,699000.0,10.0,2020-07-27 00:00:00,V2
DC0001,THOAGIO2,191000.0,10.0,2020-01-17 00:00:00,V2
DC0001,TK-C03.BT,7000.0,10.0,2022-01-24 00:00:00,V2
DC0001,TK-C06.BT,10000.0,10.0,2022-01-24 00:00:00,V2
DC0001,TK-D02.BT,5000.0,10.0,2022-01-24 00:00:00,V2
DC0001,TK-D07.BT,18000.0,10.0,2022-01-24 00:00:00,V2
DC0001,TK-D08.BT,25000.0,10.0,2022-01-24 00:00:00,V2
DC0001,TK-DS07.BT,19000.0,10.0,2022-01-24 00:00:00,V2
DC0001,TK-DS08.BT,27000.0,10.0,2022-01-24 00:00:00,V2
DC0001,TK-T07.BT,28000.0,10.0,2022-01-24 00:00:00,V2
DC0001,TKU020701,36000.0,10.0,2021-12-15 00:00:00,V2
DC0001,TL,600000.0,10.0,2020-08-25 00:00:00,V2
DC0001,TLANGGIO6,468000.0,10.0,2020-01-17 00:00:00,V2
DC0001,TNGUYENGIO3,480000.0,10.0,2020-01-20 00:00:00,V2
DC0001,TOIKC2001,145000.0,10.0,2018-01-29 00:00:00,V2
DC0001,TOIKC2002,270000.0,10.0,2018-01-29 00:00:00,V2
DC0001,TOIKC2003,390000.0,10.0,2018-01-29 00:00:00,V2
DC0001,TOROI,0.0,10.0,2015-08-03 00:00:00,V2
DC0001,TOROI,0.0,10.0,2016-03-14 00:00:00,V2
DC0001,TOROI,1.0,10.0,2016-06-18 00:00:00,V2
DC0001,TOROI,0.0,10.0,2016-06-20 00:00:00,V2
DC0001,TOROI,1.0,10.0,2016-10-20 00:00:00,V2
DC0001,TOROI,0.0,10.0,2016-10-24 00:00:00,V2
DC0001,TOROIA4,0.0,10.0,2015-11-03 00:00:00,V2
DC0001,TP,418000.0,10.0,2022-07-18 00:00:00,V2
DC0001,TQUANGGIO2,189000.0,10.0,2020-01-21 00:00:00,V2
DC0001,TQUANGGIO5,330000.0,10.0,2020-01-21 00:00:00,V2
DC0001,TQUANGGIO6,468000.0,10.0,2020-01-20 00:00:00,V2
DC0001,TR002533,1.0,10.0,2021-03-01 00:00:00,V2
DC0001,TR002533,31200.0,10.0,2021-06-08 00:00:00,V2
DC0001,TR002533,39000.0,10.0,2021-06-12 00:00:00,V2
DC0001,TR002533,38300.0,10.0,2022-02-01 00:00:00,V2
DC0001,TR002533,39000.0,8.0,2023-12-23 00:00:00,V2
DC0001,TR002557,1.0,10.0,2021-03-01 00:00:00,V2
DC0001,TR002557,31200.0,10.0,2021-06-08 00:00:00,V2
DC0001,TR002557,39000.0,10.0,2021-06-12 00:00:00,V2
DC0001,TR002557,38300.0,10.0,2022-02-01 00:00:00,V2
DC0001,TR002557,39000.0,8.0,2023-12-23 00:00:00,V2
DC0001,TR004780,1.0,10.0,2021-03-01 00:00:00,V2
DC0001,TR004780,31200.0,10.0,2021-06-08 00:00:00,V2
DC0001,TR004780,39000.0,10.0,2021-06-12 00:00:00,V2
DC0001,TR004780,38300.0,10.0,2022-02-01 00:00:00,V2
DC0001,TR005947,1.0,10.0,2021-03-01 00:00:00,V2
DC0001,TR005947,44800.0,10.0,2021-06-08 00:00:00,V2
DC0001,TR005947,56000.0,10.0,2021-06-12 00:00:00,V2
DC0001,TR005947,55000.0,10.0,2022-02-01 00:00:00,V2
DC0001,TR007842,1.0,10.0,2021-03-01 00:00:00,V2
DC0001,TR007842,49600.0,10.0,2021-06-08 00:00:00,V2
DC0001,TR007842,62000.0,10.0,2021-06-12 00:00:00,V2
DC0001,TR007842,60900.0,10.0,2022-02-01 00:00:00,V2
DC0001,TR009433,46000.0,10.0,2022-01-06 00:00:00,V2
DC0001,TR009433,45200.0,10.0,2022-02-01 00:00:00,V2
DC0001,TRBT001001,37000.0,10.0,2023-03-07 00:00:00,V2
DC0001,TRBT001001,45000.0,10.0,2023-03-27 00:00:00,V2
DC0001,TRBT002001,46500.0,10.0,2023-03-07 00:00:00,V2
DC0001,TRBT002001,57000.0,10.0,2023-03-27 00:00:00,V2
DC0001,TTN020402,168000.0,10.0,2021-12-15 00:00:00,V2
DC0001,TTN020403,0.0,10.0,2022-01-07 00:00:00,V2
DC0001,TUBT001001,1750.0,10.0,2023-03-03 00:00:00,V2
DC0001,TUBT001002,778.0,10.0,2023-03-03 00:00:00,V2
DC0001,TUBT002002,0.0,10.0,2023-05-16 00:00:00,V2
DC0001,TUBT002003,0.0,10.0,2023-05-16 00:00:00,V2
DC0001,TUIBT002004,0.0,10.0,2023-05-16 00:00:00,V2
DC0001,TUIGIAY_KM,0.0,10.0,2016-04-19 00:00:00,V2
DC0001,TUIGIAY_KM,0.0,10.0,2016-06-13 00:00:00,V2
DC0001,TUINILONG,0.0,10.0,2020-08-27 00:00:00,V2
DC0001,TVS2204001,0.0,10.0,2019-09-25 00:00:00,V2
DC0001,VBAOGIO5,350000.0,10.0,2020-01-17 00:00:00,V2
DC0001,VCW0018PR1,0.0,10.0,2020-11-02 00:00:00,V2
DC0001,VF0005R2,1.0,10.0,2020-11-18 00:00:00,V2
DC0001,VF0005R2,3500.0,10.0,2020-12-10 00:00:00,V2
DC0001,VF0005R2,3500.0,10.0,2021-09-14 00:00:00,V2
DC0001,VF0005R2,3500.0,10.0,2022-02-01 00:00:00,V2
DC0001,VF0018R2,1.0,10.0,2020-11-18 00:00:00,V2
DC0001,VF0018R2,40000.0,10.0,2020-12-10 00:00:00,V2
DC0001,VF0018R2,45000.0,10.0,2021-09-14 00:00:00,V2
DC0001,VF0018R2,44200.0,10.0,2022-02-01 00:00:00,V2
DC0001,VF0033R2,1.0,10.0,2020-11-18 00:00:00,V2
DC0001,VF0033R2,3500.0,10.0,2021-09-14 00:00:00,V2
DC0001,VF0033R2,3000.0,10.0,2021-10-01 00:00:00,V2
DC0001,VF0033R2,3000.0,10.0,2022-02-01 00:00:00,V2
DC0001,VGIANGGIO11,102000.0,10.0,2020-01-20 00:00:00,V2
DC0001,VHK25105R1,0.0,10.0,2023-01-04 00:00:00,V2
DC0001,VHK29105R1,0.0,10.0,2021-01-21 00:00:00,V2
DC0001,VKAB020001,116000.0,10.0,2022-09-21 00:00:00,V2
DC0001,VKHY2975R3,290000.0,10.0,2022-01-06 00:00:00,V2
DC0001,VKHY2975R3,250000.0,10.0,2022-01-07 00:00:00,V2
DC0001,VKHY3675R3,290000.0,10.0,2022-01-06 00:00:00,V2
DC0001,VKHY3675R3,250000.0,10.0,2022-01-07 00:00:00,V2
DC0001,VKOHX2906R2,250000.0,10.0,2020-12-09 00:00:00,V2
DC0001,VKOHX2906R2,236000.0,10.0,2021-02-08 00:00:00,V2
DC0001,VKOHX2906R2,250000.0,10.0,2021-10-01 00:00:00,V2
DC0001,VKOHX2906R2,270000.0,10.0,2021-11-18 00:00:00,V2
