MA_KENH_BAN,MA_SAN_PHAM,GIA,VAT,AP_DUNG_TU,NGUON
DC0001,NMBTO40,12000.0,,2019-07-25 00:00:00,V1
DC0001,NMBTO60,17000.0,,2019-07-25 00:00:00,V1
DC0001,PT018185,49000.0,,2022-01-22 00:00:00,V1
DC0001,PTB041101,99000.0,,2022-01-25 00:00:00,V1
DC0001,23CB032,215000.0,10.0,2022-12-05 00:00:00,V2
DC0001,PTC020405,165000.0,,2022-01-22 00:00:00,V1
DC0001,23CB033,699500.0,10.0,2022-12-05 00:00:00,V2
DC0001,PTC020409,200000.0,,2022-01-22 00:00:00,V1
DC0001,23CB034,402600.0,10.0,2022-12-09 00:00:00,V2
DC0001,PTD021102,180000.0,,2022-01-22 00:00:00,V1
DC0001,23CB035,294000.0,10.0,2022-12-12 00:00:00,V2
DC0001,PTG010305,45000.0,,2022-01-22 00:00:00,V1
DC0001,23CB036,361000.0,10.0,2022-12-14 00:00:00,V2
DC0001,23CB037,135000.0,10.0,2022-12-14 00:00:00,V2
DC0001,23CB038,596500.0,10.0,2022-12-16 00:00:00,V2
DC0001,23CB039,185000.0,10.0,2022-12-16 00:00:00,V2
DC0001,23CB040,92000.0,10.0,2022-12-20 00:00:00,V2
DC0001,23CB041,310000.0,10.0,2022-12-21 00:00:00,V2
DC0001,23CB042,247000.0,10.0,2022-12-23 00:00:00,V2
DC0001,23CB043,395000.0,10.0,2022-12-23 00:00:00,V2
DC0001,23CB044,88000.0,10.0,2022-12-26 00:00:00,V2
DC0001,23CB044,86400.0,10.0,2023-07-01 00:00:00,V2
DC0001,23CB045,165000.0,10.0,2022-12-26 00:00:00,V2
DC0001,23CB046,674000.0,10.0,2022-12-26 00:00:00,V2
DC0001,23CB047,470000.0,10.0,2022-12-28 00:00:00,V2
DC0001,23CB048,835000.0,10.0,2023-01-03 00:00:00,V2
DC0001,23CB049,972500.0,10.0,2023-01-04 00:00:00,V2
DC0001,23CB050,574000.0,10.0,2023-01-04 00:00:00,V2
DC0001,23CB051,359000.0,10.0,2023-01-04 00:00:00,V2
DC0001,23CB052,284000.0,10.0,2023-01-06 00:00:00,V2
DC0001,PTG010306,55000.0,,2022-01-22 00:00:00,V1
DC0001,PTM020801,79000.0,,2022-01-22 00:00:00,V1
DC0001,23CB054,550500.0,10.0,2023-01-09 00:00:00,V2
DC0001,PTM020804,79000.0,,2022-01-25 00:00:00,V1
DC0001,23CB055,250000.0,10.0,2023-01-09 00:00:00,V2
DC0001,PTN040606,39000.0,,2022-01-22 00:00:00,V1
DC0001,23CB056,296000.0,10.0,2023-01-09 00:00:00,V2
DC0001,PTN040801,37000.0,,2022-01-22 00:00:00,V1
DC0001,23CB057,990000.0,10.0,2023-01-10 00:00:00,V2
DC0001,23CB058,300500.0,10.0,2023-01-10 00:00:00,V2
DC0001,23CB059,900000.0,10.0,2023-01-10 00:00:00,V2
DC0001,PTN040802,35000.0,,2022-01-22 00:00:00,V1
DC0001,PTN041001,40000.0,,2022-01-22 00:00:00,V1
DC0001,23CB060,500000.0,10.0,2023-01-10 00:00:00,V2
DC0001,23CB061,280000.0,10.0,2023-01-12 00:00:00,V2
DC0001,PTN041002,40000.0,,2022-01-22 00:00:00,V1
DC0001,23CB062,470000.0,10.0,2023-01-12 00:00:00,V2
DC0001,PTR010501,38000.0,,2022-01-22 00:00:00,V1
DC0001,PTR010602,40000.0,,2022-01-22 00:00:00,V1
DC0001,PTT020302,70000.0,,2022-01-22 00:00:00,V1
DC0001,PTT020303,79000.0,,2022-01-22 00:00:00,V1
DC0001,PTT020305,235000.0,,2022-01-22 00:00:00,V1
DC0001,PTT020902,70000.0,,2022-01-22 00:00:00,V1
DC0001,PTT020903,89000.0,,2022-01-22 00:00:00,V1
DC0001,PTV021204,118000.0,,2022-01-22 00:00:00,V1
DC0001,QT22GIO11,359000.0,,2022-01-26 00:00:00,V1
DC0001,QT22GIO12,191000.0,,2022-01-25 00:00:00,V1
DC0001,QT22GIO13,287000.0,,2022-01-26 00:00:00,V1
DC0001,RC1556,350000.0,,2023-09-14 00:00:00,V1
DC0001,RC1563,350000.0,,2023-09-14 00:00:00,V1
DC0001,RC1570,350000.0,,2023-09-14 00:00:00,V1
DC0001,RC1853,0.0,,2023-09-14 00:00:00,V1
DC0001,RC1877,0.0,,2023-09-14 00:00:00,V1
DC0001,RC2720,1200000.0,,2023-09-14 00:00:00,V1
DC0001,RC2768,650000.0,,2023-09-14 00:00:00,V1
DC0001,RC2775,720000.0,,2023-09-14 00:00:00,V1
DC0001,RC2782,720000.0,,2023-09-14 00:00:00,V1
DC0001,23CB063,605000.0,10.0,2023-01-31 00:00:00,V2
DC0001,RC2805,650000.0,,2023-09-14 00:00:00,V1
DC0001,23CB064,800000.0,10.0,2023-01-30 00:00:00,V2
DC0001,RC2898,395000.0,,2023-09-14 00:00:00,V1
DC0001,23CFGL011,92500.0,10.0,2022-12-23 00:00:00,V2
DC0001,23CFLF012,87500.0,10.0,2022-12-23 00:00:00,V2
DC0001,RC40,75000.0,,2023-09-14 00:00:00,V1
DC0001,23CFLV011,0.0,10.0,2022-11-18 00:00:00,V2
DC0001,RC4991,1000000.0,,2023-09-14 00:00:00,V1
DC0001,23CFVN014,56000.0,10.0,2022-11-17 00:00:00,V2
DC0001,23DUONG05,0.0,10.0,2022-11-18 00:00:00,V2
DC0001,RC51,76000.0,,2023-09-14 00:00:00,V1
DC0001,23HNOT015,0.0,10.0,2022-11-18 00:00:00,V2
DC0001,RC61,63000.0,,2023-09-14 00:00:00,V1
DC0001,23HOCB004,58000.0,10.0,2022-11-17 00:00:00,V2
DC0001,RC71,63000.0,,2023-09-14 00:00:00,V1
DC0001,23HOGV006,0.0,10.0,2022-11-18 00:00:00,V2
DC0001,RC9446,2500000.0,,2023-09-14 00:00:00,V1
DC0001,23HOKM004,0.0,10.0,2022-11-18 00:00:00,V2
DC0001,RC9453,500000.0,,2023-09-14 00:00:00,V1
DC0001,23HOMC003,0.0,10.0,2022-11-18 00:00:00,V2
DC0001,RCJ,75000.0,,2023-09-14 00:00:00,V1
DC0001,23HPAD005,0.0,10.0,2023-01-28 00:00:00,V2
DC0001,RCKM,63000.0,,2023-09-14 00:00:00,V1
DC0001,23KCHH012,49000.0,10.0,2022-11-17 00:00:00,V2
DC0001,RCPL022001,25000.0,,2024-03-14 00:00:00,V1
DC0001,23KCOV010,35000.0,10.0,2022-11-17 00:00:00,V2
DC0001,RCPM,63000.0,,2023-09-14 00:00:00,V1
DC0001,23KCTV010,32000.0,10.0,2022-11-17 00:00:00,V2
DC0001,RCSD,63000.0,,2023-09-14 00:00:00,V1
DC0001,23KEBG010,31000.0,10.0,2022-11-17 00:00:00,V2
DC0001,RN002T,350000.0,,2022-01-25 00:00:00,V1
DC0001,23KECH013,0.0,10.0,2022-11-18 00:00:00,V2
DC0001,RTTT1101,39000.0,,2019-11-14 00:00:00,V1
DC0001,23KEHC013,66000.0,10.0,2022-11-17 00:00:00,V2
DC0001,SP000506,339000.0,,2022-01-25 00:00:00,V1
DC0001,23KEHH012,46000.0,10.0,2022-11-17 00:00:00,V2
DC0001,SP000507,50000.0,,2022-01-25 00:00:00,V1
DC0001,23KEOC009,0.0,10.0,2022-12-05 00:00:00,V2
DC0001,SP000509,350000.0,,2022-01-25 00:00:00,V1
DC0001,23KEOV010,35500.0,8.0,2023-12-06 00:00:00,V2
DC0001,SP000510,399000.0,,2022-01-25 00:00:00,V1
DC0001,23KETF013,87000.0,10.0,2022-11-17 00:00:00,V2
DC0001,SP000511,399000.0,,2022-01-25 00:00:00,V1
DC0001,23KHAY001,0.0,10.0,2022-12-16 00:00:00,V2
DC0001,SP000512,399000.0,,2022-01-25 00:00:00,V1
DC0001,23KMCD200,0.0,10.0,2023-01-19 00:00:00,V2
DC0001,SP000513,519000.0,,2022-01-25 00:00:00,V1
DC0001,23KXCR014,78500.0,10.0,2022-11-17 00:00:00,V2
DC0001,SP000514,589000.0,,2022-01-25 00:00:00,V1
DC0001,23KXGA013,0.0,10.0,2023-01-19 00:00:00,V2
DC0001,SP000515,369000.0,,2022-01-25 00:00:00,V1
DC0001,23KXGA014,0.0,10.0,2022-11-18 00:00:00,V2
DC0001,SP000516,329000.0,,2022-01-25 00:00:00,V1
DC0001,23KXKB012,0.0,10.0,2022-11-18 00:00:00,V2
DC0001,SP000517,289000.0,,2022-01-25 00:00:00,V1
DC0001,23KXKJ016,69000.0,8.0,2023-12-06 00:00:00,V2
DC0001,SP000525,149000.0,,2022-01-25 00:00:00,V1
DC0001,23MTTC011,54000.0,10.0,2022-11-17 00:00:00,V2
DC0001,SP000526,149000.0,,2022-01-25 00:00:00,V1
DC0001,23MTTC011,53100.0,10.0,2023-07-01 00:00:00,V2
DC0001,SP000527,149000.0,,2022-01-25 00:00:00,V1
DC0001,23NDRS010,43000.0,10.0,2022-11-17 00:00:00,V2
DC0001,SP000528,249000.0,,2022-01-25 00:00:00,V1
DC0001,23NDRS010,42300.0,10.0,2023-07-01 00:00:00,V2
DC0001,SP000535,36000.0,,2022-01-25 00:00:00,V1
DC0001,23NKML009,1.0,10.0,2022-12-31 00:00:00,V2
DC0001,SP000536,29000.0,,2022-01-25 00:00:00,V1
DC0001,23NKPH009,0.0,10.0,2023-01-28 00:00:00,V2
DC0001,SP000542,129000.0,,2022-01-25 00:00:00,V1
DC0001,23NKVA009,0.0,10.0,2022-12-05 00:00:00,V2
DC0001,SP000543,99000.0,,2022-01-25 00:00:00,V1
DC0001,23NTTT018,0.0,10.0,2022-11-18 00:00:00,V2
DC0001,SP000544,9000.0,,2022-01-25 00:00:00,V1
DC0001,23OCHK009,74500.0,10.0,2022-11-17 00:00:00,V2
DC0001,SP000548,49000.0,,2022-01-25 00:00:00,V1
DC0001,23RGPE017,46000.0,10.0,2022-11-17 00:00:00,V2
DC0001,SP000554,20000.0,,2022-01-25 00:00:00,V1
DC0001,23RGTT017,75000.0,10.0,2022-11-17 00:00:00,V2
DC0001,SP000555,79000.0,,2022-01-25 00:00:00,V1
DC0001,23RVBA022,100500.0,10.0,2022-12-23 00:00:00,V2
DC0001,SP000556,169000.0,,2022-01-25 00:00:00,V1
DC0001,23RVCB022,307500.0,10.0,2023-01-04 00:00:00,V2
DC0001,SP000557,169000.0,,2022-01-25 00:00:00,V1
DC0001,23RVCP022,1550000.0,10.0,2022-12-28 00:00:00,V2
DC0001,SP000558,159000.0,,2022-01-25 00:00:00,V1
DC0001,23RVDC022,133000.0,10.0,2022-11-17 00:00:00,V2
DC0001,SP000559,159000.0,,2022-01-25 00:00:00,V1
DC0001,23RVGB022,112500.0,10.0,2022-12-23 00:00:00,V2
DC0001,SP000560,22000.0,,2022-01-25 00:00:00,V1
DC0001,23RVNO022,0.0,10.0,2022-12-05 00:00:00,V2
DC0001,SP000562,18000.0,,2022-01-25 00:00:00,V1
DC0001,23RVSM022,0.0,10.0,2023-01-28 00:00:00,V2
DC0001,23RVSS022,238500.0,10.0,2022-11-17 00:00:00,V2
DC0001,23RVSS022,239000.0,8.0,2023-12-11 00:00:00,V2
DC0001,SP000563,159000.0,,2022-01-25 00:00:00,V1
DC0001,SP000566,75000.0,,2022-01-25 00:00:00,V1
DC0001,SP000569,149000.0,,2022-01-25 00:00:00,V1
DC0001,SP000570,149000.0,,2022-01-25 00:00:00,V1
DC0001,SP000572,49000.0,,2022-01-25 00:00:00,V1
DC0001,SP000573,49000.0,,2022-01-25 00:00:00,V1
DC0001,23RVSW022,257000.0,10.0,2022-11-17 00:00:00,V2
DC0001,SP000574,89000.0,,2022-01-25 00:00:00,V1
DC0001,23SCKH010,170000.0,10.0,2022-12-26 00:00:00,V2
DC0001,SP000575,89000.0,,2022-01-25 00:00:00,V1
DC0001,23SCML009,0.0,10.0,2023-01-12 00:00:00,V2
DC0001,SP000577,49000.0,,2022-01-25 00:00:00,V1
DC0001,23SCML011,0.0,10.0,2023-01-18 00:00:00,V2
DC0001,23TDHQ010,76000.0,10.0,2022-11-17 00:00:00,V2
DC0001,23TDHQ010,74700.0,10.0,2023-07-01 00:00:00,V2
DC0001,SP000578,49000.0,,2022-01-25 00:00:00,V1
DC0001,23THKZ015,0.0,10.0,2022-11-18 00:00:00,V2
DC0001,SP000580,135000.0,,2022-01-25 00:00:00,V1
DC0001,SP000582,139000.0,,2022-01-25 00:00:00,V1
DC0001,SP000660,115000.0,,2022-01-25 00:00:00,V1
DC0001,SP000661,89000.0,,2022-01-25 00:00:00,V1
DC0001,SUA1108,16900.0,,2020-02-19 00:00:00,V1
DC0001,SV221303,15000.0,,2024-03-14 00:00:00,V1
DC0001,T3072,128000.0,,2022-01-25 00:00:00,V1
DC0001,T4041,30000.0,,2022-01-25 00:00:00,V1
DC0001,T4054,49000.0,,2022-01-25 00:00:00,V1
DC0001,T4057,179000.0,,2022-01-25 00:00:00,V1
DC0001,T5030,150000.0,,2022-01-25 00:00:00,V1
DC0001,T5034,113000.0,,2022-01-25 00:00:00,V1
DC0001,T5035,59000.0,,2022-01-25 00:00:00,V1
DC0001,T9013,39000.0,,2022-01-25 00:00:00,V1
DC0001,TBT020501,6000.0,,2022-01-22 00:00:00,V1
DC0001,TBT020502,8000.0,,2022-01-22 00:00:00,V1
DC0001,TC001C,55000.0,,2022-01-25 00:00:00,V1
DC0001,TC001XB,55000.0,,2022-01-25 00:00:00,V1
DC0001,TCN001T,69000.0,,2022-01-25 00:00:00,V1
DC0001,TG001B,575000.0,,2022-01-25 00:00:00,V1
DC0001,TG002D,990000.0,,2022-01-25 00:00:00,V1
DC0001,TG002T,990000.0,,2022-01-25 00:00:00,V1
DC0001,TG003B,760000.0,,2022-01-25 00:00:00,V1
DC0001,TK-C03.BT,7000.0,,2022-01-25 00:00:00,V1
DC0001,TK-C06.BT,10000.0,,2022-01-25 00:00:00,V1
DC0001,TK-D02.BT,5000.0,,2022-01-25 00:00:00,V1
DC0001,TK-D07.BT,18000.0,,2022-01-25 00:00:00,V1
DC0001,TK-D08.BT,25000.0,,2022-01-25 00:00:00,V1
DC0001,TK-DS07.BT,19000.0,,2022-01-25 00:00:00,V1
DC0001,TK-DS08.BT,27000.0,,2022-01-25 00:00:00,V1
DC0001,TK-T07.BT,28000.0,,2022-01-25 00:00:00,V1
DC0001,TKU020701,36000.0,,2022-01-22 00:00:00,V1
DC0001,TLG001T,1750000.0,,2022-01-25 00:00:00,V1
DC0001,TOROIBTT,1.0,,2019-08-13 00:00:00,V1
DC0001,TR002T,250000.0,,2022-01-25 00:00:00,V1
DC0001,TR003D,300000.0,,2022-01-25 00:00:00,V1
DC0001,TR003T,300000.0,,2022-01-25 00:00:00,V1
DC0001,TR004D,380000.0,,2022-01-25 00:00:00,V1
DC0001,TR004T,380000.0,,2022-01-25 00:00:00,V1
DC0001,TR005947,56000.0,,2022-01-26 00:00:00,V1
DC0001,23TOCS012,0.0,10.0,2022-11-18 00:00:00,V2
DC0001,23TRGT009,0.0,10.0,2022-12-05 00:00:00,V2
DC0001,23TRKA004,47000.0,10.0,2022-11-17 00:00:00,V2
DC0001,23TRRR004,84000.0,10.0,2022-12-23 00:00:00,V2
DC0001,TR005T,450000.0,,2022-01-25 00:00:00,V1
DC0001,23TUAD005,0.0,10.0,2023-01-28 00:00:00,V2
DC0001,TR006T,899000.0,,2022-01-25 00:00:00,V1
DC0001,23TUCB001,11000.0,10.0,2022-11-17 00:00:00,V2
DC0001,TTN020402,168000.0,,2022-01-22 00:00:00,V1
DC0001,23TUCB002,12500.0,10.0,2022-11-17 00:00:00,V2
DC0001,TTN020403,1.0,,2022-01-25 00:00:00,V1
DC0001,23TUCB002,12300.0,10.0,2023-07-01 00:00:00,V2
DC0001,TUI,1.0,,2019-07-31 00:00:00,V1
DC0001,23TUKM001,0.0,10.0,2022-11-18 00:00:00,V2
DC0001,TV001B2,175000.0,,2022-01-25 00:00:00,V1
DC0001,23TUKM002,0.0,10.0,2022-11-18 00:00:00,V2
DC0001,TV001B3,185000.0,,2022-01-25 00:00:00,V1
DC0001,245241,45000.0,10.0,2018-07-04 00:00:00,V2
DC0001,U0058,168000.0,,2022-01-25 00:00:00,V1
DC0001,300129,6500.0,10.0,2019-10-24 00:00:00,V2
DC0001,U3065,165000.0,,2022-01-25 00:00:00,V1
DC0001,VF0033R2,3000.0,,2022-01-22 00:00:00,V1
DC0001,300129,6800.0,10.0,2021-07-16 00:00:00,V2
DC0001,VKHY2975R3,250000.0,,2022-01-22 00:00:00,V1
DC0001,300129,6700.0,10.0,2022-02-01 00:00:00,V2
DC0001,VKHY3675R3,250000.0,,2022-01-22 00:00:00,V1
DC0001,300160,6500.0,10.0,2019-10-24 00:00:00,V2
DC0001,VKTY2405R2,35000.0,,2022-01-22 00:00:00,V1
DC0001,300160,6800.0,10.0,2021-07-16 00:00:00,V2
DC0001,VKTY2605R1,38000.0,,2022-01-22 00:00:00,V1
DC0001,VKTY2630R2,32000.0,,2022-01-22 00:00:00,V1
DC0001,300160,6700.0,10.0,2022-02-01 00:00:00,V2
DC0001,VKTY2905R1,61000.0,,2022-01-22 00:00:00,V1
DC0001,300235,7500.0,10.0,2019-10-24 00:00:00,V2
DC0001,300235,7900.0,10.0,2021-07-16 00:00:00,V2
DC0001,300235,7800.0,10.0,2022-02-01 00:00:00,V2
DC0001,VKTY2920R1,90000.0,,2022-01-22 00:00:00,V1
DC0001,300303,6500.0,10.0,2019-10-24 00:00:00,V2
DC0001,VL110101,29000.0,,2022-01-25 00:00:00,V1
DC0001,VL110302,173000.0,,2024-03-14 00:00:00,V1
DC0001,300303,6800.0,10.0,2021-07-16 00:00:00,V2
DC0001,VL110715,119000.0,,2024-03-14 00:00:00,V1
DC0001,300303,6700.0,10.0,2022-02-01 00:00:00,V2
DC0001,VL110717,31000.0,,2022-01-25 00:00:00,V1
DC0001,300820,4500.0,10.0,2019-11-28 00:00:00,V2
DC0001,VL220211,109000.0,,2024-03-14 00:00:00,V1
DC0001,300820,4450.0,10.0,2022-02-01 00:00:00,V2
DC0001,VL220212,162000.0,,2024-03-14 00:00:00,V1
DC0001,300837,4500.0,10.0,2019-11-28 00:00:00,V2
DC0001,VNC001DO,40000.0,,2022-01-25 00:00:00,V1
DC0001,300837,4450.0,10.0,2022-02-01 00:00:00,V2
DC0001,VNC001V,40000.0,,2022-01-25 00:00:00,V1
DC0001,300844,300844.0,10.0,2019-11-21 00:00:00,V2
DC0001,VNC001XB,40000.0,,2022-01-25 00:00:00,V1
DC0001,300844,4500.0,10.0,2019-11-22 00:00:00,V2
DC0001,VOHOP2,1.0,,2019-07-31 00:00:00,V1
DC0001,300844,4450.0,10.0,2022-02-01 00:00:00,V2
DC0001,VOHOP4,1.0,,2019-07-31 00:00:00,V1
DC0001,300899,6500.0,10.0,2019-10-24 00:00:00,V2
DC0001,XPIZ008001,12000.0,,2024-03-14 00:00:00,V1
DC0001,300899,6800.0,10.0,2021-07-16 00:00:00,V2
DC0001,300899,6700.0,10.0,2022-02-01 00:00:00,V2
DC0001,301285,121000.0,10.0,2019-11-21 00:00:00,V2
DC0001,32004685,34500.0,10.0,2017-03-03 00:00:00,V2
DC0001,32004688,120000.0,10.0,2017-03-03 00:00:00,V2
DC0001,32004694,34500.0,10.0,2017-03-03 00:00:00,V2
DC0001,32004697,120000.0,10.0,2017-03-03 00:00:00,V2
DC0001,32004701,225000.0,10.0,2017-03-03 00:00:00,V2
DC0001,32008795,91000.0,10.0,2017-03-03 00:00:00,V2
DC0001,32010165,108000.0,10.0,2017-03-03 00:00:00,V2
DC0001,32017711,91000.0,10.0,2017-03-03 00:00:00,V2
DC0001,32017750,96500.0,10.0,2017-03-03 00:00:00,V2
DC0001,360001,880000.0,10.0,2020-08-25 00:00:00,V2
DC0001,360001,880000.0,10.0,2021-08-10 00:00:00,V2
DC0001,360002,540000.0,10.0,2020-08-25 00:00:00,V2
DC0001,360002,570000.0,10.0,2021-08-10 00:00:00,V2
DC0001,361001,430000.0,10.0,2020-08-25 00:00:00,V2
DC0001,361001,450000.0,10.0,2021-08-10 00:00:00,V2
DC0001,361002,365000.0,10.0,2020-08-25 00:00:00,V2
DC0001,361002,395000.0,10.0,2021-08-10 00:00:00,V2
DC0001,361003,310000.0,10.0,2020-08-25 00:00:00,V2
DC0001,361003,350000.0,10.0,2021-08-10 00:00:00,V2
DC0001,361005,400000.0,10.0,2020-08-25 00:00:00,V2
DC0001,361005,395000.0,10.0,2021-08-10 00:00:00,V2
DC0001,361006,365000.0,10.0,2020-08-25 00:00:00,V2
DC0001,361006,330000.0,10.0,2021-08-10 00:00:00,V2
DC0001,361007,350000.0,10.0,2020-08-25 00:00:00,V2
DC0001,361007,330000.0,10.0,2021-08-10 00:00:00,V2
DC0001,362001,285000.0,10.0,2020-08-25 00:00:00,V2
DC0001,362001,295000.0,10.0,2021-08-10 00:00:00,V2
DC0001,362002,285000.0,10.0,2020-08-25 00:00:00,V2
DC0001,362002,295000.0,10.0,2021-08-10 00:00:00,V2
DC0001,362003,285000.0,10.0,2020-08-25 00:00:00,V2
DC0001,362003,295000.0,10.0,2021-08-10 00:00:00,V2
DC0001,362004,285000.0,10.0,2020-08-25 00:00:00,V2
DC0001,362004,295000.0,10.0,2021-08-10 00:00:00,V2
DC0001,362005,660000.0,10.0,2020-08-25 00:00:00,V2
DC0001,362005,700000.0,10.0,2021-08-10 00:00:00,V2
DC0001,362006,660000.0,10.0,2020-08-25 00:00:00,V2
DC0001,362006,700000.0,10.0,2021-08-10 00:00:00,V2
DC0001,362007,330000.0,10.0,2020-08-25 00:00:00,V2
DC0001,362007,350000.0,10.0,2021-08-10 00:00:00,V2
DC0001,363101,59000.0,10.0,2020-08-25 00:00:00,V2
DC0001,363101,61000.0,10.0,2021-08-10 00:00:00,V2
DC0001,363102,57000.0,10.0,2020-08-25 00:00:00,V2
DC0001,363102,59000.0,10.0,2021-08-10 00:00:00,V2
DC0001,363103,59000.0,10.0,2020-08-25 00:00:00,V2
DC0001,363103,61000.0,10.0,2021-08-10 00:00:00,V2
DC0001,363104,59000.0,10.0,2020-08-25 00:00:00,V2
DC0001,363104,61000.0,10.0,2021-08-10 00:00:00,V2
DC0001,363105,50000.0,10.0,2020-08-25 00:00:00,V2
DC0001,363105,52000.0,10.0,2021-08-10 00:00:00,V2
DC0001,363106,55000.0,10.0,2020-08-25 00:00:00,V2
DC0001,363106,57000.0,10.0,2021-08-10 00:00:00,V2
DC0001,363107,47000.0,10.0,2020-08-25 00:00:00,V2
DC0001,363107,50000.0,10.0,2021-08-10 00:00:00,V2
DC0001,363108,55000.0,10.0,2020-08-25 00:00:00,V2
DC0001,363108,59000.0,10.0,2021-08-10 00:00:00,V2
DC0001,363109,52000.0,10.0,2020-08-25 00:00:00,V2
DC0001,363109,54000.0,10.0,2021-08-10 00:00:00,V2
DC0001,363110,52000.0,10.0,2020-08-25 00:00:00,V2
DC0001,363110,54000.0,10.0,2021-08-10 00:00:00,V2
DC0001,363201,72000.0,10.0,2020-08-25 00:00:00,V2
DC0001,363201,75000.0,10.0,2021-08-10 00:00:00,V2
DC0001,363202,68000.0,10.0,2020-08-25 00:00:00,V2
DC0001,363202,72000.0,10.0,2021-08-10 00:00:00,V2
DC0001,363203,72000.0,10.0,2020-08-25 00:00:00,V2
DC0001,363203,75000.0,10.0,2021-08-10 00:00:00,V2
DC0001,363204,57000.0,10.0,2020-08-25 00:00:00,V2
DC0001,363204,60000.0,10.0,2021-08-10 00:00:00,V2
DC0001,363205,72000.0,10.0,2020-08-25 00:00:00,V2
DC0001,363205,75000.0,10.0,2021-08-10 00:00:00,V2
DC0001,363206,61000.0,10.0,2020-08-25 00:00:00,V2
DC0001,363206,64000.0,10.0,2021-08-10 00:00:00,V2
DC0001,363207,66000.0,10.0,2020-08-25 00:00:00,V2
DC0001,363207,67000.0,10.0,2021-08-10 00:00:00,V2
DC0001,363208,55000.0,10.0,2020-08-25 00:00:00,V2
DC0001,363208,58000.0,10.0,2021-08-10 00:00:00,V2
DC0001,363209,66000.0,10.0,2020-08-25 00:00:00,V2
DC0001,363209,67000.0,10.0,2021-08-10 00:00:00,V2
DC0001,363210,61000.0,10.0,2020-08-25 00:00:00,V2
DC0001,363210,64000.0,10.0,2021-08-10 00:00:00,V2
DC0001,364101,57000.0,10.0,2020-08-25 00:00:00,V2
DC0001,364101,59000.0,10.0,2021-08-10 00:00:00,V2
DC0001,364102,57000.0,10.0,2020-08-25 00:00:00,V2
DC0001,364103,50000.0,10.0,2020-08-25 00:00:00,V2
DC0001,364103,52000.0,10.0,2021-08-10 00:00:00,V2
DC0001,364104,55000.0,10.0,2020-08-25 00:00:00,V2
DC0001,364104,59000.0,10.0,2021-08-10 00:00:00,V2
DC0001,364105,47000.0,10.0,2020-08-25 00:00:00,V2
DC0001,364105,50000.0,10.0,2021-08-10 00:00:00,V2
DC0001,364106,52000.0,10.0,2020-08-25 00:00:00,V2
DC0001,364106,54000.0,10.0,2021-08-10 00:00:00,V2
DC0001,364201,68000.0,10.0,2020-08-25 00:00:00,V2
DC0001,364201,72000.0,10.0,2021-08-10 00:00:00,V2
DC0001,364202,68000.0,10.0,2020-08-25 00:00:00,V2
DC0001,364203,57000.0,10.0,2020-08-25 00:00:00,V2
DC0001,364203,60000.0,10.0,2021-08-10 00:00:00,V2
DC0001,364204,66000.0,10.0,2020-08-25 00:00:00,V2
DC0001,364204,67000.0,10.0,2021-08-10 00:00:00,V2
DC0001,364205,55000.0,10.0,2020-08-25 00:00:00,V2
DC0001,364205,58000.0,10.0,2021-08-10 00:00:00,V2
DC0001,364206,61000.0,10.0,2020-08-25 00:00:00,V2
DC0001,364206,64000.0,10.0,2021-08-10 00:00:00,V2
DC0001,364207,42000.0,10.0,2020-08-25 00:00:00,V2
DC0001,364207,42000.0,10.0,2021-08-10 00:00:00,V2
DC0001,365001,99000.0,10.0,2020-08-25 00:00:00,V2
DC0001,365001,99000.0,10.0,2021-08-10 00:00:00,V2
DC0001,365002,99000.0,10.0,2020-08-25 00:00:00,V2
DC0001,365002,99000.0,10.0,2021-08-10 00:00:00,V2
DC0001,365003,77000.0,10.0,2020-08-25 00:00:00,V2
DC0001,365003,77000.0,10.0,2021-08-10 00:00:00,V2
DC0001,365004,30000.0,10.0,2020-08-25 00:00:00,V2
DC0001,365005,30000.0,10.0,2020-08-25 00:00:00,V2
DC0001,365005,30000.0,10.0,2021-08-10 00:00:00,V2
DC0001,365006,30000.0,10.0,2020-08-25 00:00:00,V2
DC0001,365006,30000.0,10.0,2021-08-10 00:00:00,V2
DC0001,365007,30000.0,10.0,2020-08-25 00:00:00,V2
DC0001,365007,30000.0,10.0,2021-08-10 00:00:00,V2
DC0001,365008,19000.0,10.0,2020-08-25 00:00:00,V2
DC0001,365008,19000.0,10.0,2021-08-10 00:00:00,V2
DC0001,365009,19000.0,10.0,2020-08-25 00:00:00,V2
DC0001,365009,19000.0,10.0,2021-08-10 00:00:00,V2
DC0001,365010,46000.0,10.0,2020-08-25 00:00:00,V2
DC0001,365010,46000.0,10.0,2021-08-10 00:00:00,V2
DC0001,37594,45000.0,10.0,2018-07-04 00:00:00,V2
DC0001,419416,32000.0,10.0,2018-07-04 00:00:00,V2
DC0001,502170,35000.0,10.0,2018-07-04 00:00:00,V2
DC0001,504194,35000.0,10.0,2018-07-04 00:00:00,V2
DC0001,505809,19000.0,10.0,2019-06-04 00:00:00,V2
DC0001,508816,29000.0,10.0,2019-06-04 00:00:00,V2
DC0001,540030,135000.0,10.0,2019-05-08 00:00:00,V2
DC0001,540030,132600.0,10.0,2022-02-01 00:00:00,V2
DC0001,540030,130200.0,10.0,2023-07-01 00:00:00,V2
DC0001,540061,45000.0,10.0,2020-02-13 00:00:00,V2
DC0001,560567,55000.0,10.0,2018-07-04 00:00:00,V2
